,word,v1,v2,v3,bookname
56,席勒,0.8006163686513901,0.2975931763648987,0.08525490760803223,历史的用途与滥用
57,波里比阿,0.22676274180412292,0.04669010639190674,0.03122761845588684,历史的用途与滥用
58,金字塔,0.3292854130268097,0.9268972277641296,-0.24844646453857422,历史的用途与滥用
59,子孙后代,0.8755600452423096,0.3352433443069458,0.13934865593910217,历史的用途与滥用
60,浓雾,0.3546971082687378,0.14238156378269196,-1.7605875432491302,历史的用途与滥用
61,大脑,-0.2695716917514801,0.17571628093719482,-0.8960090577602386,历史的用途与滥用
62,活命,0.68992480635643,-0.5778427422046661,-0.21814510226249695,历史的用途与滥用
63,幻想,0.8866532146930695,-0.041890740394592285,-0.035018324851989746,历史的用途与滥用
64,自我,0.5072152614593506,-1.0793371498584747,-0.6587768346071243,历史的用途与滥用
65,地球,0.8088544011116028,0.112236887216568,0.09159713983535767,历史的用途与滥用
66,演出,0.3057877719402313,0.016221702098846436,1.272459328174591,历史的用途与滥用
67,神仙,-0.08755072951316833,0.4382532835006714,0.27883172035217285,历史的用途与滥用
68,野心,-0.16106784343719482,0.2821780741214752,0.46322792768478394,历史的用途与滥用
69,沉睡,-0.7061326503753662,-0.6789839267730713,-2.277477979660034,历史的用途与滥用
70,虚构,1.0766534507274628,-0.48397138714790344,-0.255972295999527,历史的用途与滥用
71,故事,-0.16066744923591614,0.19404515624046326,-0.5970214307308197,历史的用途与滥用
72,色彩斑斓,-0.0900423526763916,-0.2565266191959381,-0.47628074884414673,历史的用途与滥用
73,艺术,0.02921074628829956,0.0730469822883606,0.6606672704219818,历史的用途与滥用
74,创造者,0.22170886397361755,0.3730441629886627,0.14782831072807312,历史的用途与滥用
75,审美,0.4282762110233307,1.153886616230011,-0.3973284363746643,历史的用途与滥用
76,食品,0.009670257568359375,0.19797533750534058,-0.30843794345855713,历史的用途与滥用
77,气候,-0.009608417749404907,0.36394521594047546,-0.118752121925354,历史的用途与滥用
78,土壤,-0.6346471607685089,0.022106915712356567,0.40625616908073425,历史的用途与滥用
79,秘密,0.5285269021987915,-0.33823251724243164,-0.44152572751045227,历史的用途与滥用
80,房屋,0.005295425653457642,-0.3701205551624298,-0.07578670978546143,历史的用途与滥用
81,城市,1.0476025938987732,0.7493594288825989,-0.2639864385128021,历史的用途与滥用
82,纪念碑,0.21138228476047516,0.6799162924289703,0.794360563158989,历史的用途与滥用
83,风暴,-0.35631731152534485,0.2974861115217209,0.42332425713539124,历史的用途与滥用
84,古代,1.180424690246582,-0.360662043094635,-0.5149416625499725,历史的用途与滥用
85,家园,0.7787640392780304,0.6697772443294525,1.1909019201993942,历史的用途与滥用
86,背井离乡,-0.2644558995962143,0.21385625004768372,-0.22198736667633057,历史的用途与滥用
87,造型艺术,0.4511389136314392,0.15249446034431458,0.9265723824501038,历史的用途与滥用
88,风格,-0.5811445415019989,1.4283430576324463,-1.7908042669296265,历史的用途与滥用
89,木乃伊,0.5731141567230225,-0.36047279834747314,-0.43614640831947327,历史的用途与滥用
90,中心,0.1820795238018036,0.8583171665668488,0.8059141039848328,历史的用途与滥用
91,旋转,0.36496639251708984,-0.2136436104774475,-0.5176596343517303,历史的用途与滥用
92,景象,0.2623945474624634,0.4719352722167969,0.15990585088729858,历史的用途与滥用
93,收集者,0.22705137729644775,-0.09848922491073608,0.23530371487140656,历史的用途与滥用
94,尘土,-0.25072112679481506,-0.47783181071281433,-1.2873628735542297,历史的用途与滥用
95,发霉,-0.49347877502441406,0.09824194014072418,-1.8176557123661041,历史的用途与滥用
96,降格,-0.19205227494239807,-0.8520699292421341,0.13353928923606873,历史的用途与滥用
97,好奇心,-0.5032995343208313,-0.3496450185775757,0.0011754035949707031,历史的用途与滥用
98,食物,-0.6262437999248505,0.1848788559436798,-0.5568242073059082,历史的用途与滥用
99,生命史,0.36239027976989746,-0.07873654365539551,0.08520364761352539,历史的用途与滥用
100,世间,0.18162161111831665,-0.04027277231216431,-0.09663105010986328,历史的用途与滥用
101,上帝,0.48429399728775024,-0.5877991020679474,-0.5431515723466873,历史的用途与滥用
102,旁观,-0.24652741849422455,-0.21665513515472412,-0.14367759227752686,历史的用途与滥用
103,思考者,0.8779560029506683,-0.07746398448944092,-0.9700539708137512,历史的用途与滥用
104,自然性,-0.18007293343544006,-0.38999080657958984,-0.22295594215393066,历史的用途与滥用
105,界限,-0.4214750975370407,0.00017404556274414062,-0.4620252549648285,历史的用途与滥用
106,冲破,-0.6188444793224335,0.2585197240114212,-0.9341651201248169,历史的用途与滥用
107,伸展,-0.18335610628128052,-0.32325565814971924,0.17487794160842896,历史的用途与滥用
108,宇宙,0.9637824445962906,-0.21233528852462769,0.09853720664978027,历史的用途与滥用
109,喜剧,0.3387196362018585,0.13196483254432678,-1.320238709449768,历史的用途与滥用
110,现代人,2.5936639308929443,-0.035153329372406006,-1.4477619528770447,历史的用途与滥用
111,图景,0.696350485086441,0.4015280306339264,-0.09465500712394714,历史的用途与滥用
112,枯竭,0.46426892280578613,-0.46387240290641785,-1.3271264731884003,历史的用途与滥用
113,兔子,0.29440343379974365,-0.7879608869552612,-0.14855816960334778,历史的用途与滥用
114,阳光,0.2115166187286377,-0.29113873839378357,0.07096841931343079,历史的用途与滥用
115,魔法,0.12601077556610107,0.40596701204776764,-1.2105414271354675,历史的用途与滥用
116,自然,0.02357468008995056,-0.4496799409389496,0.06365150213241577,历史的用途与滥用
117,裂缝,0.1376108080148697,0.1286087930202484,-1.0749264061450958,历史的用途与滥用
118,统一体,0.5876073241233826,-0.3522402048110962,-0.3845955431461334,历史的用途与滥用
119,莎士比亚,0.49100860953330994,-1.022561565041542,-0.09885817766189575,历史的用途与滥用
120,个体,0.31211376190185547,-4.990367293357849,0.1829153299331665,历史的用途与滥用
121,幸存者,0.4011819511651993,0.12502431869506836,-0.16853369772434235,历史的用途与滥用
122,世界性,0.26412129402160645,0.5423600971698761,0.03492429852485657,历史的用途与滥用
123,道德,0.046928077936172485,-0.4074496030807495,0.39413779973983765,历史的用途与滥用
124,歌颂,0.2781130373477936,-0.22024020552635193,2.5735610723495483,历史的用途与滥用
125,大喊,-0.3579908609390259,0.6248237937688828,0.39749979972839355,历史的用途与滥用
126,站住,-0.4410766065120697,0.7136112451553345,-1.2231513857841492,历史的用途与滥用
127,漫游者,0.3597322851419449,-0.45307204127311707,-0.738816112279892,历史的用途与滥用
128,说话,0.31843945384025574,0.6938596069812775,-1.3734415173530579,历史的用途与滥用
129,苏格拉底,-0.00501483678817749,-1.2747399508953094,-0.45816488564014435,历史的用途与滥用
130,魔鬼,0.8519513159990311,-0.01661345362663269,-1.265644133090973,历史的用途与滥用
131,幻觉,1.4780071377754211,0.1677912473678589,-1.3355819880962372,历史的用途与滥用
132,大自然,0.2738448977470398,-0.02528756856918335,0.11969491839408875,历史的用途与滥用
133,实验,0.701775997877121,-1.0168763995170593,0.1668664813041687,历史的用途与滥用
134,伟人,0.3371557593345642,0.3122454881668091,-0.24029552936553955,历史的用途与滥用
135,伏尔泰,0.513480007648468,-0.39938807487487793,0.9655897319316864,历史的用途与滥用
136,圣经,0.1029321551322937,-0.40208786725997925,-0.8290223032236099,历史的用途与滥用
137,翻腾,-0.38900256156921387,-0.23902319371700287,-0.4846900701522827,历史的用途与滥用
138,听众,0.06069116294384003,1.293480098247528,1.1913493275642395,历史的用途与滥用
139,莫扎特,-0.21159157156944275,-0.18696792423725128,-0.42657434940338135,历史的用途与滥用
140,贝多芬,0.23408442735671997,-0.5809025466442108,-0.41155561804771423,历史的用途与滥用
141,星星,0.9012895822525024,0.02393290400505066,0.14669209718704224,历史的用途与滥用
142,装傻,0.9529034048318863,0.24217739701271057,-0.7635138183832169,历史的用途与滥用
143,自我意识,1.0690176486968994,-1.1899971961975098,-0.9453802555799484,历史的用途与滥用
144,无家可归,0.8433001488447189,-0.18655091524124146,0.30497826635837555,历史的用途与滥用
145,荷尔德林,0.4724012315273285,-0.4998864233493805,-0.016209930181503296,历史的用途与滥用
146,降临,0.19446402788162231,-0.24967342615127563,-0.6086219847202301,历史的用途与滥用
147,孩提时代,0.7371379435062408,-0.27906253933906555,-0.19448518753051758,历史的用途与滥用
148,继承,-1.676887571811676,0.37430398166179657,0.15206530690193176,历史的用途与滥用
149,标出来,-0.5402582883834839,-0.3223567456007004,-0.365469828248024,历史的用途与滥用
150,腐烂,0.23495256900787354,-0.565560832619667,-1.7078861594200134,历史的用途与滥用
151,苹果,-0.3560978174209595,0.40795356035232544,-0.20816773176193237,历史的用途与滥用
152,糟蹋,-0.2815072238445282,0.3985828161239624,-0.5732706189155579,历史的用途与滥用
153,行业,-1.8898144364356995,0.7473525404930115,-0.42725302278995514,历史的用途与滥用
154,协定,-0.1685360074043274,0.19310712814331055,-0.06649196147918701,历史的用途与滥用
155,大厦,0.4933183640241623,0.7626225799322128,0.7445530593395233,历史的用途与滥用
156,搬运,0.14602765440940857,-0.3749758005142212,-0.20369723439216614,历史的用途与滥用
157,建筑,-0.11366784572601318,0.46792522072792053,-0.7936876267194748,历史的用途与滥用
158,呼吁,-0.4675915837287903,-0.2295134961605072,1.0186846554279327,历史的用途与滥用
159,分工,0.12417562305927277,0.922478437423706,0.10336995124816895,历史的用途与滥用
160,看齐,-0.47775864601135254,1.5141579508781433,-0.19498370587825775,历史的用途与滥用
161,嘴上,-0.09427651762962341,-0.08122667670249939,0.6760291755199432,历史的用途与滥用
162,精疲力竭,0.7275896519422531,0.30722901225090027,-1.4937390387058258,历史的用途与滥用
163,下蛋,0.8406183123588562,-1.3466429710388184,-0.8240129053592682,历史的用途与滥用
164,理想,-0.37852659821510315,-0.014359205961227417,0.5317263305187225,历史的用途与滥用
165,负担,0.15223518013954163,-0.5263940989971161,-1.4261433482170105,历史的用途与滥用
166,开放,-0.38671404123306274,-0.313241183757782,0.292392373085022,历史的用途与滥用
167,提神,-0.6526137888431549,1.4164972305297852,-0.8307908475399017,历史的用途与滥用
168,饮料,-0.19850656390190125,0.7811650633811951,-0.45053690671920776,历史的用途与滥用
169,自夸,-0.14956340193748474,0.4563640058040619,0.4591912031173706,历史的用途与滥用
170,盘旋,0.08955635130405426,0.11700086295604706,-0.5151040852069855,历史的用途与滥用
171,牛顿,0.33694595098495483,-0.6549510359764099,-1.3111186027526855,历史的用途与滥用
172,预言,0.996282696723938,-0.3498014807701111,-0.13527974486351013,历史的用途与滥用
173,出生,0.5693186819553375,-0.5013272166252136,-0.28871916234493256,历史的用途与滥用
174,宙斯,0.9170972555875778,-0.33261626958847046,0.04806786775588989,历史的用途与滥用
175,史诗,-0.32379046082496643,0.3644639253616333,-0.29708415269851685,历史的用途与滥用
176,生物,0.42179033160209656,-0.2314963936805725,-0.33690616488456726,历史的用途与滥用
177,古人,-0.25626957416534424,-0.5770159512758255,-0.8729491382837296,历史的用途与滥用
178,亚历山大,0.505601167678833,0.369604229927063,0.20043112337589264,历史的用途与滥用
179,调侃,-0.1252293586730957,0.8300355076789856,0.4184766113758087,历史的用途与滥用
180,大海,0.6364448368549347,0.24551242589950562,-0.17456144094467163,历史的用途与滥用
181,奇迹,0.8815059065818787,0.023022741079330444,0.4194261133670807,历史的用途与滥用
182,目光,-0.3345295786857605,0.7344351708889008,0.989670604467392,历史的用途与滥用
183,表演者,0.04553958773612976,-0.020095258951187134,0.5716538429260254,历史的用途与滥用
184,出场,0.7503638416528702,0.2527104318141937,-0.8511874079704285,历史的用途与滥用
185,爱德华·,-0.10075807571411133,0.3517352044582367,-0.18932148814201355,历史的用途与滥用
186,哈特曼,0.5860743671655655,-0.20653218030929565,-0.6743746995925903,历史的用途与滥用
187,玩笑,0.032876208424568176,-0.055820345878601074,-0.14638632535934448,历史的用途与滥用
188,狂喜,0.4805256426334381,-0.07612437009811401,0.508418083190918,历史的用途与滥用
189,超越,-0.26155486702919006,0.33638015389442444,-0.3200159966945648,历史的用途与滥用
190,感谢,0.48393335193395615,0.4180477559566498,2.0180121064186096,历史的用途与滥用
191,巨人,0.7848905026912689,0.4583100974559784,-1.0020434856414795,历史的用途与滥用
192,名字,0.3795210272073746,-0.15616774559020996,-0.15898361802101135,历史的用途与滥用
193,命名,-0.14218434691429138,-0.6529738754034042,0.16662418842315674,历史的用途与滥用
194,集团,0.5279365181922913,1.4331892132759094,-0.16525691375136375,历史的用途与滥用
195,杠杆,-0.20853355526924133,0.32641634345054626,-0.10899275541305542,历史的用途与滥用
196,保护神,-0.6964236497879028,0.6278391182422638,0.41467688977718353,历史的用途与滥用
197,味觉,0.4999254643917084,-0.28098419308662415,-0.8379235863685608,历史的用途与滥用
198,牙齿,0.24432674050331116,-0.6331869959831238,-0.48497579991817474,历史的用途与滥用
199,预言家,0.8959632366895676,0.03680288791656494,-0.7117599248886108,历史的用途与滥用
200,变种,-0.007352083921432495,0.17822414636611938,-0.35565875470638275,历史的用途与滥用
201,高呼,-0.419280081987381,0.9778138250112534,2.365562319755554,历史的用途与滥用
202,陆地,0.4928240180015564,-0.5674632638692856,-0.16486294567584991,历史的用途与滥用
203,航行,0.5392634123563766,-0.7498355209827423,-0.10396420955657959,历史的用途与滥用
204,登陆,0.36709628999233246,0.6869705021381378,0.7835096120834351,历史的用途与滥用
205,避难所,0.6856811046600342,0.36494210362434387,-0.1541733741760254,历史的用途与滥用
206,颠簸,0.2856389433145523,-0.9401366859674454,-1.862764060497284,历史的用途与滥用
207,波浪,0.5956485867500305,0.06017759442329407,0.021199136972427368,历史的用途与滥用
208,紧紧抓住,0.8176575601100922,0.4155844449996948,0.8857950568199158,历史的用途与滥用
209,港口,0.9793943166732788,-0.11370107531547546,-0.20425289869308472,历史的用途与滥用
210,后来者,-0.6645679473876953,0.7868093252182007,-0.8906356245279312,历史的用途与滥用
211,出海,-0.617249459028244,0.6190474331378937,0.0840625911951065,历史的用途与滥用
212,发现自己,0.9138047695159912,-0.05230903625488281,-1.1679217219352722,历史的用途与滥用
213,威胁,-0.12367159128189087,-0.1381930708885193,-0.22917136549949646,历史的用途与滥用
214,车车,0.027620941400527954,0.21040305495262146,0.08088260889053345,历史的用途与滥用
215,论文,0.7174893468618393,-0.24949893355369568,0.6268522143363953,历史的用途与滥用
216,变换,0.3535892069339752,-0.4308745265007019,-0.4942473769187927,历史的用途与滥用
217,觉醒,0.29772743582725525,-0.39120346307754517,0.2761960029602051,历史的用途与滥用
218,文字,-0.06338730454444885,-0.4383595287799835,-0.7082699239253998,历史的用途与滥用
219,灭亡,0.6870881468057632,-0.7940471172332764,-0.48708386719226837,历史的用途与滥用
220,古典主义,0.16387075185775757,0.47306641936302185,-0.7746034860610962,历史的用途与滥用
221,忍受着,-0.6883396208286285,0.32836318016052246,-0.907854437828064,历史的用途与滥用
222,假货,0.2897666394710541,-0.29261723160743713,-0.15153542160987854,历史的用途与滥用
223,海洋,1.6086839139461517,0.010217279195785522,0.3364551067352295,历史的用途与滥用
224,生活观,0.36231592297554016,1.0804075002670288,-0.9021461009979248,历史的用途与滥用
225,柏拉图,0.9488534927368164,-0.6561194360256195,0.059983283281326294,历史的用途与滥用
226,理想国,1.590697169303894,0.49960076808929443,0.849633514881134,历史的用途与滥用
227,地下,0.8701105415821075,-0.6296390295028687,-0.46615660190582275,历史的用途与滥用
228,躺着,-0.3874009847640991,-0.3650568425655365,-1.1541874706745148,历史的用途与滥用
229,安排,0.27553290128707886,0.3183678537607193,-0.1799359917640686,历史的用途与滥用
230,保佑,-0.3185249865055084,0.21725378930568695,0.14121174812316895,历史的用途与滥用
231,小龙,-0.049384236335754395,-0.9477280080318451,-0.5337079614400864,历史的用途与滥用
232,雪崩,0.03656439483165741,0.17267078161239624,-0.40427446365356445,历史的用途与滥用
233,乐土,1.1170648783445358,1.085706502199173,0.5189907550811768,历史的用途与滥用
234,文化人,0.9914667159318924,0.411100834608078,-0.144331157207489,历史的用途与滥用
235,恢复健康,0.2506723999977112,-0.36267951130867004,0.6425075232982635,历史的用途与滥用
236,拒不接受,0.40278807282447815,-0.6370905786752701,0.4745638370513916,历史的用途与滥用
237,影子,-0.1839977502822876,-0.37805378437042236,-0.9935346990823746,历史的用途与滥用
238,开怀大笑,-0.02771519124507904,0.35032346844673157,0.1590093970298767,历史的用途与滥用
239,漂泊,0.3894338011741638,0.04550963640213013,-1.6718198359012604,历史的用途与滥用
240,启示,0.028662383556365967,-0.41646286845207214,-0.3822748363018036,历史的用途与滥用
241,格言,0.006515681743621826,-0.9915809333324432,-0.2710118144750595,历史的用途与滥用
242,隐瞒,0.3215748816728592,0.011105984449386597,-0.7615251839160919,历史的用途与滥用
243,压倒,-0.019915103912353516,0.31119346618652344,-0.9486494958400726,历史的用途与滥用
244,东方,1.2312240898609161,-0.22995837032794952,-0.02043791115283966,历史的用途与滥用
245,垂死挣扎,-0.19075453281402588,0.08533000946044922,-0.6696009635925293,历史的用途与滥用
246,听取,0.8585026860237122,-0.14786526560783386,0.953458845615387,历史的用途与滥用
247,阿波罗,0.673808827996254,0.578242614865303,0.9555518627166748,历史的用途与滥用
248,反思,0.1574133336544037,0.3622637689113617,-0.2870769798755646,历史的用途与滥用
249,整理,-1.1633026599884033,0.003140494227409363,-0.7243460416793823,历史的用途与滥用
250,苦战,-0.15358410775661469,-0.35086579620838165,-0.7724441587924957,历史的用途与滥用
251,珍宝,0.3047385811805725,-0.19747257232666016,0.13662926852703094,历史的用途与滥用
252,模范,-0.0013980269432067871,-1.0046382248401642,1.7481298744678497,历史的用途与滥用
253,听听,-0.25559231638908386,0.6411755084991455,-0.5950835347175598,历史的用途与滥用
254,扭曲,0.32898634672164917,0.28239965438842773,-0.3643032908439636,历史的用途与滥用
255,装饰性,-0.3117077052593231,-0.13895109295845032,-0.4748000204563141,历史的用途与滥用
0,不知,0.1777002215385437,0.2677842974662781,0.22566497325897217,庄子
1,天池,0.37066712975502014,0.1477450132369995,0.8754764497280121,庄子
2,六月,0.1204785704612732,-0.5820243060588837,0.7322224974632263,庄子
3,野马,0.8241299539804459,0.18098026514053345,0.4920463263988495,庄子
4,尘埃,-0.547226071357727,-0.09291857481002808,-1.7366984486579895,庄子
5,生物,0.42179033160209656,-0.2314963936805725,-0.33690616488456726,庄子
6,春秋,0.18919840455055237,-0.27999356389045715,-0.027264654636383057,庄子
7,众人,0.30936919152736664,1.1999240517616272,0.5104199051856995,庄子
8,翱翔,0.35033054649829865,-0.018173009157180786,0.3031858801841736,庄子
9,合一,0.02313375473022461,-0.9193452447652817,-0.14245033264160156,庄子
10,天地,0.0313432514667511,0.13969570398330688,-0.11724159121513367,庄子
11,日月,0.06638586521148682,-0.536818839609623,-0.7126233726739883,庄子
12,肌肤,0.4050885885953903,0.25325387716293335,-0.9150195121765137,庄子
13,冰雪,0.49797967076301575,1.0113724321126938,-0.21013647317886353,庄子
14,飞龙,0.872284322977066,-0.2679787576198578,0.3747836500406265,庄子
15,不信,0.039025843143463135,-0.4145011305809021,-0.11941567063331604,庄子
16,文章,0.34330058842897415,0.4867035150527954,0.15139058232307434,庄子
17,形骸,0.37838950753211975,-0.4210054874420166,-1.2093143165111542,庄子
18,万物,-0.17693892121315002,-1.088050901889801,-0.07642403244972229,庄子
19,无用,-0.3686992824077606,-0.7163338363170624,-1.4689075946807861,庄子
20,江湖,-0.48559799790382385,0.8134263753890991,-1.2893061339855194,庄子
21,大树,-0.43309763073921204,0.055173635482788086,0.5087669193744659,庄子
22,卷曲,0.2837151288986206,0.6716564297676086,0.060752928256988525,庄子
23,东西,-0.15399739146232605,-0.19070357084274292,-1.1020657420158386,庄子
24,彷徨,-0.1557481288909912,0.05565628409385681,-1.6169394552707672,庄子
25,天籁,0.9697335958480835,0.8235999941825867,-0.5708825588226318,庄子
26,翏翏,0.2582603693008423,-0.02302303910255432,-0.839521586894989,庄子
27,调调,0.18578022718429565,0.5141586065292358,-1.3129043579101562,庄子
28,是非,-0.628371387720108,-0.3826829791069031,-0.5135593563318253,庄子
29,喜怒哀乐,0.4868510365486145,-0.22731170058250427,-0.897492915391922,庄子
30,尝试,-0.42204946279525757,0.13796016573905945,0.03878742456436157,庄子
31,自我,0.5072152614593506,-1.0793371498584747,-0.6587768346071243,庄子
32,宇宙,0.9637824445962906,-0.21233528852462769,0.09853720664978027,庄子
33,所以然,0.3089594095945358,-0.8486410230398178,-0.4281957447528839,庄子
34,养生,0.2552986145019531,0.4396563768386841,-0.12309372425079346,庄子
35,人间,0.715789869427681,-0.0027951598167419434,-0.1500692218542099,庄子
36,天使,0.46540848910808563,-0.07063165307044983,0.21825268864631653,庄子
37,松柏,-0.5211195349693298,-0.14128878712654114,0.4749812185764313,庄子
38,勇士,0.17408549785614014,0.21985888481140137,0.3381442278623581,庄子
39,明日,-0.02747267484664917,0.4688120633363724,-0.4431159794330597,庄子
40,不明,0.5451777577400208,0.3860701620578766,-1.4103379845619202,庄子
41,中央,0.1497894525527954,-0.13130903244018555,0.3349442780017853,庄子
42,几何,-0.14382287859916687,0.4636329412460327,-0.5460038781166077,庄子
43,自然,0.02357468008995056,-0.4496799409389496,0.06365150213241577,庄子
44,天机,1.1046458035707474,0.2937179058790207,-1.0964180529117584,庄子
45,爱人,-0.29766179621219635,-0.2466312050819397,0.25287672877311707,庄子
46,北极,0.5805034935474396,0.22862277925014496,-0.26110827922821045,庄子
47,古今,0.8414448797702789,-0.9618397802114487,0.21003052592277527,庄子
48,东西南北,0.5447389930486679,-0.3051772713661194,-0.46062350273132324,庄子
49,踊跃,0.18768027424812317,0.0891934335231781,3.5667693614959717,庄子
50,编曲,0.4429543763399124,0.1070210337638855,-0.4676695168018341,庄子
51,修行,-0.4297460615634918,-0.44819027185440063,-0.3999452292919159,庄子
52,颜色,-0.36252275109291077,-0.0008259713649749756,-0.919777899980545,庄子
53,观众,0.15334337949752808,1.5171582996845245,0.7383348047733307,庄子
54,中心,0.1820795238018036,0.8583171665668488,0.8059141039848328,庄子
55,肢体,0.4170800745487213,-0.7222640514373779,-0.4534299671649933,庄子
56,天堂,0.9061948955059052,0.4756969213485718,0.5942478775978088,庄子
57,伯乐,1.2939172983169556,0.6285654008388519,-0.8236542344093323,庄子
58,哼哼,0.6630009412765503,0.5061644315719604,-0.529838353395462,庄子
59,雀跃,0.5350576341152191,-0.3407612442970276,1.0342520475387573,庄子
60,天气,-0.28352662920951843,0.577828660607338,-0.9669932723045349,庄子
61,浮游,0.6650993227958679,-1.3444456458091736,-1.5334317088127136,庄子
62,长短,-0.3349339962005615,-1.2681114673614502,-0.2844908833503723,庄子
63,白云,0.20919956266880035,1.029449701309204,0.21519586443901062,庄子
64,明白,0.3612871468067169,0.37670180201530457,-0.5107700824737549,庄子
65,精神,-0.4457147419452667,0.46840041875839233,-0.04672601819038391,庄子
66,西藏,0.2878754585981369,0.2561086416244507,0.762539729475975,庄子
67,五官,0.5571459233760834,-0.10811135172843933,-0.5511327087879181,庄子
